|Entity|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|historical spelling|Certainty|Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link_meta|Folder|Digitally Available at|Citable_URL|Gender|Full Sentence|osm_feature_found
405|Rüst‑Kammer||51.0525437|13.7374376|Rüstkammer|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000036.tif.original|0.238562861861314|Rüst-Kammer|certain|59|1787|Reise von Wien über Prag, Dresden und durch einen Theil der Lausitz nach Berlin und Potsdam|Hester Thrale|Kein Eintrag vorhanden|Seite(n)13-49|413|https://digital.slub-dresden.de/werkansicht/dlf/55644/27|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|BSB München|https://reise.isgv.de/logs/Q109944043|female|Die Rüst-Kammer besteht aus einem alten Gebäude, welches ziemlich Gotisch und schwarz aussiehet, desto mehr sieht man aber inwendig.|False
417|Brühl (Dresden)|https://de.wikipedia.org/wiki/Brühl_(Dresden)|51.0534105|13.740608|Brühl (Dresden)|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000107.tif.original|0.4068474779777621|Brühlischen|certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|95 in dem Brühlischen auf dem Walle an der Elbe befindlichen Gartse aufgestellt ist, und jetzt dem Architekten gehört.|False
420|Palaisgarten|https://de.wikipedia.org/wiki/Palaisgarten_(Dresden)|51.0598882|13.7363137|Palaisgarten|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000110.tif.original|1.0572909258301513||certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|Für die Einwohner der Neustadt ist der Palaisgarten der bequemste Spaziergang, wenn sie nicht auf der Brücke oder in der Al-lee promeniren wollen.|True
428|Alten Markt|https://de.wikipedia.org/wiki/Alter_Markt_(Dresden)|51.0332789|13.8944822|Alten Markt|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000119.tif.original|11.152953614229626|Markte|certain|62|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Johann Christoph Hornuff|Kein Eintrag vorhanden|Seite(n)106-122|192|https://digital.slub-dresden.de/werkansicht/dlf/1821/118|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|SLUB Dresden|https://reise.isgv.de/logs/Q109943992|male|107 alten Markte und der Schloßgasse, den Ein zug der Prinzessinn mit anzusehen.|False
436|Kreuzkirche (Dresden)|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|51.0487258|13.7392255|Kreuzkirche (Dresden)|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000100.tif.original|0.22972383500968407|Kirche|certain|63|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Sophie Schwarz|Kein Eintrag vorhanden|Seite(n)83-104|175|https://digital.slub-dresden.de/werkansicht/dlf/1821/95|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944081|female|Die Kirche ist massiv von Pirnaischen Sandstein; die ein-zeln Stücker wurden unten bearbeitet und oben [PAGE_BREAK] von Thorn nach Sachsen.|False
441|Orangerie (Dresden)|https://de.wikipedia.org/wiki/Orangerie_(Dresden)|51.0113011|13.8706167|Orangerie (Dresden)|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000103.tif.original|10.286830617165387|Orangerie|certain|63|1790|Bemerkungen auf einer Reise von Thorn durch Posen nach Sachsen|Sophie Schwarz|Kein Eintrag vorhanden|Seite(n)83-104|175|https://digital.slub-dresden.de/werkansicht/dlf/1821/95|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|BSB München|https://reise.isgv.de/logs/Q109944081|female|geziert sind, — oder auf die Menge von Bogenfenstern, über denen eine offene, mit Statuen fast besäete Gallerie hinläuft, wel-ches alles sich in einen Bogen endigt, aus dessen Mitte hinten der Hauptpavillon in das Orangerie- Parterre vorspringt, oder auf die hinter den Gallerien oben zu beiden Seiten des großen Pavillons hervorgrinnenden Bäu-me, die das Ganze bekränzen und (freylich nur für den, der die Wunder Italiens oder Franks [PAGE_BREAK] von Thorn nach Sachsen.|False
457|Dresdensche Bibliothek|https://de.wikipedia.org/wiki/Staatsbibliothek_Dresden|51.0882856|13.630135|Dresdner Bibliothek|ok|073_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|58|8.591595497288305||certain|73|1793|Briefe eines reisenden Dänen. Geschrieben im Jahre 1791 und 1792 während seiner Reise durch einen Theil Deutschlands, der Schweiz und Frankreichs|Frederik Sneedorff|1791 bis 1792|Seite(n)58-60|360|https://www.digitale-sammlungen.de/de/view/bsb10468214?page=66|073_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|BSB München|https://reise.isgv.de/logs/Q109944088|male|Diese zwei immense Sammlungen, und der vor we嫌ig Jahren derselben eingeräumte Platze am Japanischen Palais, machen die Dresdensche Bibliothek unübersprechlich zu einer der größte, best eingerichteten und schönsten Büchersammlungen in Europa.|False
472|Nieders Siegersdorf||50.9989308|13.8145926|Niedersedlitz|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|161|7.87257057816059|Nieders Siegersdorf,|certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|v. Ralk-reuth (ein bekannter großer Dockonom) zu Nieders Siegersdorf, ohowweit Freistadt in Schlesen, abges legt hatte, auf Verlangen des Herrn K. R. Kiem [PAGE_BREAK] Ferner zeigte mir Hr. K. R. R. eine Pierprobe von Schlotten-oder Rohrkol-henwolle, die Herr Förster auf Deutsch-Oügen bei Görlitz, nebst Hüthen aus eben dergleichen Stoff, die sehr gut und schwarz ausfalen, an die Sozietät eingesandt hatte.|True
473|Ralkreuth||51.0999765|13.6767995|Radebeul|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|161|6.946601727772816||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Um bei meiner Zurückkunft den Wunsch ver-schiedener unsrer Herren Minister, wie auch des Herrn Grafen von Ralkreuth auf Siegersdorf, (von dessen Verhältnissen mit mir du unterrichtet bist) Genüge leisten zu können, erbat ich mir Modelle von beuen beiden Wirthschafts-Kochöfen (ad 8 u. 9,) von der Destillirischen Häckselmachine (ad 4,) und von der Buttermaschine (ad 5) — die mir sehr willig zugestanden wurden. **)|True
478|Schauspielhaus||51.0521808|13.731906|Schauspielhaus|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|173|0.42587534473845967||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Grazie fielt ihr ganz, und überall wandelt sich der Ausdruck des Traurens und des Schmerzes in eine Miene des Lachens, die eben so widrig ist, als ihre (so vielen Schauspielerinnen eigene) GeTrapnheit, im Schauspielhaus umher, besonders in den Hostelin-gen, eine beständige Augenkorrespondenz zu un-terhalten.|True
492|Radeberg|https://de.wikipedia.org/wiki/Radeberg|51.1151413|13.9175257|Radeberg|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|186|14.502144229515732||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|Die angenehmsten Partien über Land sind von hier aus nach Pillnitz, Uibis-gau, Moritzburg und Radeberg, woselbst ein Bad ist.|True
494|Weissertz|https://de.wikipedia.org/wiki/Weißeritz|51.0191561|13.677797|Weißeritz|ok|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|187|5.420478851941373||certain|76|1793|Briefe auf einer Reise durch Deutschland im Jahre 1791|Karl Gottlob Köhler|Kein Eintrag vorhanden|Seite(n)154-197|259|https://www.digitale-sammlungen.de/de/view/bsb11095835?page=172|076_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|Kein Eintrag vorhanden|https://reise.isgv.de/logs/Q109944002|male|In der Glashütte an der Weissertz werden schöne Glä-ser geschnitten; der Spiegelpoliermühle vor dem Wilsdruffer Thore habe ich bei Gelegenheit der Spiegelniederlage erwähnt; Die Ufer der Weisse-ritz, wie sich besonders bei einem Spaziergange nach dem Plauenschen Grunde zeigt, bestehn aus hartem Granitstein, welcher bearbeitet wird; und die hiesige Glocken- und Stückgießerei liefern vorzügliche Arbeit Derjenigen Kunstwerke nicht zu gedenken, welche Maler, Marmorschneider und Bildhauer liefern.|False
503|Weesenstein|https://de.wikipedia.org/wiki/Schloss_Weesenstein|50.9333517|13.8615934|Weesenstein|ok|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000067.tif.original|15.654774784620693||certain|81|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)66-102|435|https://digital.slub-dresden.de/werkansicht/dlf/69234/82|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|SLUB Dresden|https://reise.isgv.de/logs/Q109944170|male|Noch diesen Tag wanderten wir durch ein sehr romantisches Thal nach Weesenstein.|False
509|Bergfestung Sonnenstein|https://de.wikipedia.org/wiki/Schloss_Sonnenstein|50.9615115|13.9460412|Burg Sonnenstein|ok|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000079.tif.original|17.635375739813366||certain|81|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)66-102|435|https://digital.slub-dresden.de/werkansicht/dlf/69234/82|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|SLUB Dresden|https://reise.isgv.de/logs/Q109944170|male|Die Bergfestung Sonnenstein ward 1758 von den Preußen bis aufs Schloß geschleift, und man läßt sie seit der Zeit verfallen.|False
514|Loschwiz|https://de.wikipedia.org/wiki/Loschwitz|51.0555235|13.8154546|Loschwitz|ok|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000084.tif.original|5.492431569916458||certain|81|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)66-102|435|https://digital.slub-dresden.de/werkansicht/dlf/69234/82|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|SLUB Dresden|https://reise.isgv.de/logs/Q109944170|male|Ihm gegenüber, am andern Ufer der Elbe ist Loschwiz, von lauter Weinbergen umschlossen, wo es den schönsten Prospekt macht.|True
515|Kurfürstliches Schloss Übigau|https://de.wikipedia.org/wiki/Schloss_Übigau|51.0694125|13.6987878|Schloss Übigau|ok|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000085.tif.original|3.4225100130940564|Schloß Uebigau,|certain|81|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)66-102|435|https://digital.slub-dresden.de/werkansicht/dlf/69234/82|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|SLUB Dresden|https://reise.isgv.de/logs/Q109944170|male|Der Spiegel des Wassers, mit den Terrassen der Weinberge bekränzt, durch deren angenehmes Grün allerlei kleine Gebäude hervorstachen, gibt den vortreflichsten Anblick, den die Natur, mit so wenig Kunst vermengt, nur geben kann.</p> </body></html> ``` [PAGE_BREAK] - 69 -Eine ebene so angenehme Parthe war nach dem eine halbe Stunde von der Stadt an der Elbe liegenden kurfürstlichen Schloß Uebigau, welches jetz bloß zum Vergnügen des Publikums dient.|True
516|Friedrichstädter Allee||51.0603608|13.7278829|Friedrichstadt Allee|ok|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000085.tif.original|1.2884031817075432|Friedrichstädter|certain|81|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Kein Eintrag vorhanden|Kein Eintrag vorhanden|Seite(n)66-102|435|https://digital.slub-dresden.de/werkansicht/dlf/69234/82|081_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|SLUB Dresden|https://reise.isgv.de/logs/Q109944170|male|Endlich kamen wir durch einen Wiesenschlag rechts in die schöne Friedrichstädter oder Ostraallee zurück, welche aus zwei Reihen hochstammiger, wilder kran stanienbäume besteht.|False
531|Brühlischer Garten|https://de.wikipedia.org/wiki/Brühlischer_Garten|51.0528256|13.7449443|Brühlscher Garten|ok|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000042.tif.original|0.598545920766925|Brühlischen Garten,|certain|82|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Joachim Christoph Friedrich Schulz|Kein Eintrag vorhanden|Seite(n)23-48|1400|https://digital.slub-dresden.de/werkansicht/dlf/69234/39|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|BBAW|https://reise.isgv.de/logs/Q109944078|male|Kommt man über die Brücke, so sieht man zur Rechten die katholische Kirche und zur Linken den ehemaligen Brühlischen Garten, von welchem ich Dir hernach noch etwas schreyben werde.|True
535|Rüstkammer||51.0525437|13.7374376|Rüstkammer|ok|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000043.tif.original|0.238562861861314|Rüste kammer.|certain|82|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Joachim Christoph Friedrich Schulz|Kein Eintrag vorhanden|Seite(n)23-48|1400|https://digital.slub-dresden.de/werkansicht/dlf/69234/39|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|BBAW|https://reise.isgv.de/logs/Q109944078|male|Noch könnte ich Dir viel erzählen (und vielleicht erwartest Du es auch) von dem grünen Gewölbe im innern Schloßhofe, von der kurfürstlichen Bildergalerie und Rüste kammer.|False
538|Münzkabinet (Münzkabinett)|https://de.wikipedia.org/wiki/Dresdner_M%C3%BCnzkabinett|51.0530006|13.7382396|Münzkabinett|ok|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|00000045.tif.original|0.29653849866314114|Münzkabinet.|certain|82|1795|Kleine Wanderungen durch Sachsen und Brandenburg|Joachim Christoph Friedrich Schulz|Kein Eintrag vorhanden|Seite(n)23-48|1400|https://digital.slub-dresden.de/werkansicht/dlf/69234/39|082_1795_Kleine_Wanderungen_durch_Sachsen_und_Brandenburg|BBAW|https://reise.isgv.de/logs/Q109944078|male|Noch ist im Sou- terrain das Antiken- und Münzkabinet. -|False
542|Loschewiz|https://de.wikipedia.org/wiki/Loschwitz|51.0555235|13.8154546|Loschwitz|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000168.tif.original|5.492431569916458||certain|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male|Will man etwas weiter gehn; so bietet sich bei dem Dorfe Loschewiz ein neuer reizender Spaziergang, in einem lieblichen Thale an.|True
554|Friedrichsstädtter Allee|https://de.wikipedia.org/wiki/Friedrichstadt_(Dresden)|51.0603608|13.7278829|Friedrichstadt Allee|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000180.tif.original|1.2884031817075432||certain|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male|mit Spaz zierengehen in der Friedrichsstädtter Allee, und geruheten darauf bey des Prinzen Max H. D. ei nen Besuch abzustatten. [|False
561|Dreess|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000194.tif.original|0.13293315314514328||certain|87|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)166-229|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/172|087_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male|Der Dreess [PAGE_BREAK] - 189 -Dresdner hat Hang zu Vergnügenen, aber solchen durchaus wohlfeil seyn.|True
591|Brühlschen|https://de.wikipedia.org/wiki/Br%C3%BChl_(Sachsen)|51.0521957|13.7452865|Brühlschen|ok|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000153.tif.original|0.5928902758133366||certain|88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male|Der jetzige Churfürst ergänzte diese durch die Sammlung polnischer Geschichtschreiber des Kammerherrn von Leibniz, kaufte um 90000 Thaler die Graaflich Bünauischen und Brühlschen Bücherersammlungen dazu, und ließ die Hofrath Henecheische aus 10000 Stück Büchern bestehende Bibliothek damit vereinigen.|False
597|Wibigau||51.0713098|13.6931327|Übigau|ok|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000162.tif.original|3.8643718264329587||certain|88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male|Das [PAGE_BREAK] 156 – Das Gehege, eine schöne Allee an der Elbe, in welcher man eine gerade Aussicht bis Wibigau, und über das Elbthal genieöff, wird seit einigen Jahren vorzüglich, und mit vielem Recht, von den Spaziergängern besucht.|True
605|Loschewiker Grund||51.0587389|13.8372708|Loschwitz Grund|ok|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000165.tif.original|7.048712956279255||certain|88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male|Der Schooner und Loschewiker Grund.|False
606|Pillnik|https://de.wikipedia.org/wiki/Pillnitz|51.0126628|13.8713801|Pillnitz|ok|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|00000165.tif.original|10.272337221479125||certain|88|1795|Hans Kiekindiewelts Reisen in alle vier Weltteile und andere Schriften|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)130-166|254|https://digital.slub-dresden.de/werkansicht/dlf/55979/136|088_1795_Hans_Kiekindiewelts_Reisen_in_alle_vier_Weltteile_und_andere_Schriften|SLUB Dresden|https://reise.isgv.de/logs/Q109944053|male|Pillnik.|True
644|Pillnig||51.0126628|13.8713801|Pillnitz|ok|090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|253|10.272337221479125||certain|90|1795|Wanderungen und Kreuzzüge durch einen Theil Deutschlands|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)176-266|270|https://www.digitale-sammlungen.de/de/view/bsb10469118?page=176|090_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|BSB München|https://reise.isgv.de/logs/Q109944052|male|der zu Pillnig auf dem gewohnlichen Spazier ,,gang des Churfürsten gelegt worden feyn Hulte. ,,|True
663|Der Brühlsche Garten|https://de.wikipedia.org/wiki/Brühlscher_Garten|51.0528256|13.7449443|Brühlscher Garten|ok|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|160|0.598545920766925||certain|91|1795|Wanderungen und Kreuzzüge durch einen Theil Deutschlands|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)141-169|270|https://www.digitale-sammlungen.de/de/view/bsb10469118?page=141|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|BSB München|https://reise.isgv.de/logs/Q109944052|male|Der [PAGE_BREAK] - 160 -Der Brühlsche Garten.|True
666|Brühlsche Terrasse (Brühl's Terrace)|https://en.wikipedia.org/wiki/Br%C3%BChlsche_Terrasse|51.0534105|13.740608|Brühlsche Terrasse|ok|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|162|0.4068474779777621|Brüh-lichen Garten,|certain|91|1795|Wanderungen und Kreuzzüge durch einen Theil Deutschlands|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)141-169|270|https://www.digitale-sammlungen.de/de/view/bsb10469118?page=141|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|BSB München|https://reise.isgv.de/logs/Q109944052|male|Zuerst, also besuchten wir den Graflich Brüh-lichen Garten, der uns am nächsten liegt, nicht etwa um der französichen Anlage, sondern um der tretlichen Aussicht willen.|True
678|Übigau|https://de.wikipedia.org/wiki/Übigau|51.0713098|13.6931327|Übigau|ok|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|169|3.8643718264329587|Uebigau.|certain|91|1795|Wanderungen und Kreuzzüge durch einen Theil Deutschlands|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)141-169|270|https://www.digitale-sammlungen.de/de/view/bsb10469118?page=141|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|BSB München|https://reise.isgv.de/logs/Q109944052|male|Uebigau.|True
680|Tharandt|https://de.wikipedia.org/wiki/Tharandt|50.9853391|13.5794907|Tharandt|ok|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|169|13.198209070619207||certain|91|1795|Wanderungen und Kreuzzüge durch einen Theil Deutschlands|Georg Friedrich Rebmann|Kein Eintrag vorhanden|Seite(n)141-169|270|https://www.digitale-sammlungen.de/de/view/bsb10469118?page=141|091_1795_Wanderungen_und_Kreuzzüge_durch_einen_Theil_Deutschlands|BSB München|https://reise.isgv.de/logs/Q109944052|male|können Sie sich einen Spazierung denken, der so vieles Erfas-bene und Reizende hat, als der sogenannte Plaunsche Grund, der ohngefähr eine hal-be Stunde von Dresden beginnt, und sich bis nach Tharandt, einem neuen erst kürzlich an-gelegten Bade, erstreckt.|False
707|Augustusbrücke|https://de.wikipedia.org/wiki/Augustusbr%C3%BCcke_(Dresden)|51.0553921|13.7396386|Augustusbrücke|ok|098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste|32|0.5786644740809868|Elbbücke|certain|98|1797|Reisen und merkwürdige Nachrichten zweier Neufranken durch Deutschland, Rußland, Polen und die Oesterreichischen Staaten während des jetzigen wichtigen Krieges|Friedrich Philipp Wilmsen|1796|Seite(n)30-53|376|https://www.digitale-sammlungen.de/de/view/bsb10469984?page=36|098_1797_Reisen_und_merkwürdige_Nachrichten_zweier_Neufranken_durch_Deutschland,_Rußland,_Polen_und_die_Oeste|BSB München|https://reise.isgv.de/logs/Q109944115|male|Es sind verschiedene hübsche Plätze in der Stadt, wovon wir nur dessen erwähnen, der am Ende der Elbbücke, und mit einer Statue Augusts des Zweiten zu Pferde, geziert ist, die im Jahr 1736 errichtet worden.|True
716|Altstadt Dresden|https://de.wikipedia.org/wiki/Altstadt_(Dresden)|51.0523842|13.7381876|Altstadt Dresden|ok|099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796|65|0.22919071582787018||certain|99|1798|Erzählungen von einer Reise durch einen großen Theil Deutschlands und der Schweiz, im Jahre 1796|Friedrich Philipp Wilmsen|1796|Seite(n)54-67|376|https://www.digitale-sammlungen.de/de/view/bsb11095854?page=68|099_1798_Erzählungen_von_einer_Reise_durch_einen_großen_Theil_Deutschlands_und_der_Schweiz,_im_Jahre_1796|BSB München|https://reise.isgv.de/logs/Q109944115|male|Es klingt sonderbar, wenn man von einem Italien liess [PAGE_BREAK] 65 Italischen Dorfe hört, welches in der Altstadt Dresden seyn soll.|False
738|Bühlaus||51.0625884|13.8511298|Bühlau|ok|105_1798_Reisen_nach_und_in_der_Oberlausitz|14|8.070414832048492||certain|105|1798|Reisen nach und in der Oberlausitz|Gottfried Benjamin Meissner|1795|Seite(n)12-16|258|https://www.digitale-sammlungen.de/de/view/bsb11095838?page=150|105_1798_Reisen_nach_und_in_der_Oberlausitz|SLUB Dresden|https://reise.isgv.de/logs/Q109944031|male|Der Theil des Waldes, durch den man vom weissen Hirsche bis Bühlaus kommt, gehört zur Dresdner oder Langebrükschen Haide, und besteht größtenteils aus lauter Nadel-holz.|True
